NIMSPContributorID	NIMSPContributorName	CRPOrgID	CRPOrgName	NIMSPTotalDollars	CRPTotalDollars	CombinedTotalDollars	NIMSPIndustryName
11660	DENVER FOUNDATION	D000044801	Denver Foundation	1871435.37	1000	1872435.37	Nonprofit Institutions
6032	BLANK ROME LLP	D000000466	Blank Rome LLP	264701.07	1604402	1869103.07	Lawyers & Lobbyists
8591	PROPERTY CASUALTY INSURERS ASSOCIATION	D000000310	Property Casualty Insurers Assn/America	1219276.5	649018	1868294.5	Insurance
2636	TRAVELERS COMPANIES	D000021773	Travelers Companies	814206.7	1042615	1856821.7	Insurance
0		D000000233	Aircraft Owners & Pilots Assn	0	1856200	1856200	Air Transport
167	AMERICAN POSTAL WORKERS UNION	D000000143	American Postal Workers Union	12012.79	1843162	1855174.79	Public Sector Unions
11456	CROSS, CITIZENS TO ELECT TOM			1843999.64	0	1843999.64	Candidate Committees
9602	AMERICA AT ITS BEST			1841000	0	1841000	Other/Single Issue Groups
3412	COCA-COLA	D000000212	Coca-Cola Co	1429668.57	410060	1839728.57	Food & Beverage
8914	SKADDEN ARPS SLATE MEAGHER & FLOW	D000000243	Skadden, Arps et al	10000	1827142	1837142	Lawyers & Lobbyists
4745	US SMOKELESS TOBACCO	D000000122	UST Inc	917879.1	918859	1836738.1	Tobacco companies & tobacco product sales
1530	NATIONAL ASSOCIATION OF LETTER CARRIERS	D000000084	National Assn of Letter Carriers	51050	1785450	1836500	Public Sector Unions
1540	LIBERTY MUTUAL INSURANCE	D000000707	Liberty Mutual Insurance	833163	998014	1831177	Insurance
1259	HOLLAND & KNIGHT	D000000330	Holland & Knight	421641.94	1407482	1829123.94	Lawyers & Lobbyists
2150	QWEST COMMUNICATIONS	D000000156	Qwest Communications	693853.91	1133909	1827762.91	Telecom Services & Equipment
16884	VIRGINIA SENATE REPUBLICAN LEADERSHIP TRUST			1820781.79	0	1820781.79	Party Committees
1017	FMR CORP	D000021987	FMR Corp	13350	1793307	1806657	Securities & Investment
1306	INDEPENDENT COMMUNITY BANKERS OF AMERICA	D000000261	Independent Community Bankers of America	665070.12	1137325	1802395.12	Commercial Banks
1854	NATIONAL RIFLE ASSOCIATION	D000000082	National Rifle Assn                     	578613.46	1218637	1797250.46	Anti-Gun Control
4902	DEMOCRATIC ASSEMBLY CAMPAIGN CMTE OF NEW YORK			1794754.75	0	1794754.75	Party Committees
3245	INTERNATIONAL BROTHERHOOD OF BOILERMAKERS	D000000218	Boilermakers Union	713976	1072674	1786650	General Trade Unions
4761	WEYERHAEUSER CO	D000000430	Weyerhaeuser Co	935259.29	838187	1773446.29	Forestry & Forest Products
2722	USAA	D000029616	USAA	779319.94	992705	1772024.94	Miscellaneous Finance, Insurance & Real Estate
198	ANADARKO PETROLEUM	D000000459	Anadarko Petroleum	1227978.75	542450	1770428.75	Oil & Gas
445	CABLEVISION SYSTEMS	D000021884	Cablevision Systems	1137516.35	627341	1764857.35	Telecom Services & Equipment
7398	K&L GATES	D000000766	K&L Gates	478071.67	1279682	1757753.67	Lawyers & Lobbyists
196	AMWAY/ALTICOR	D000000111	Amway/Alticor Inc	1006525	744568	1751093	Retail Sales
1852	NATIONAL RESTAURANT ASSOCIATION	D000000150	National Restaurant Assn	609300	1139850	1749150	Food & Beverage
17021	WATSON, CITIZENS FOR FRANK			1748815.44	0	1748815.44	Candidate Committees
0		D000033881	Friends of Max Baucus	0	1736440	1736440	Liberal Policy Organization
0		D000034894	John Kerry for Senate	0	1723050	1723050	Candidate Committees
1898	NORFOLK SOUTHERN	D000019639	Norfolk Southern	462800	1259986	1722786	Railroads
12037	FAIR PUBLIC POLICY COALITION			1720200	0	1720200	Other/Single Issue Groups
17323	SOUTHERN CO	D000000168	Southern Co	398250	1320823	1719073	Electric Utilities
15078	PHILADELPHIA TRIAL LAWYERS ASSOCIATION			1713790	0	1713790	Lawyers & Lobbyists
3841	HSBC NORTH AMERICA	D000021791	HSBC Holdings	784990	925284	1710274	Miscellaneous Finance, Insurance & Real Estate
0		D000000227	News Corp	0	1704633	1704633	TV & Movie Production/Distribution
1569	INTERNATIONAL LONGSHOREMENS ASSOCIATION	D000000189	International Longshoremens Assn	699320	1003100	1702420	Transportation Unions
1261	HOME DEPOT	D000000419	Home Depot	267318.99	1419378	1686696.99	Retail Sales
119	AMERICAN COLLEGE OF EMERGENCY PHYSICIANS	D000000293	American College of Emergency Physicians	441485	1235750	1677235	Health Professionals
15788	SCARNATI, FRIENDS OF JOE			1677080.22	0	1677080.22	Candidate Committees
735	CSX TRANSPORTATION	D000000148	CSX Corp	435769.33	1238775	1674544.33	Railroads
14920	PARKS MEDICAL ELECTRONICS			1670000	0	1670000	Pharmaceuticals & Health Products
17056	WELLPOINT INC	D000022607	WELLPOINT INC	1663643.39	0	1663643.39	Insurance
12952	HOUSE DEMOCRATIC CAMPAIGN CMTE OF WASHINGTON			1659129.77	0	1659129.77	Party Committees
0		D000021959	Deutsche Bank AG	0	1646125	1646125	Commercial Banks
3728	FIRSTENERGY CORP	D000000531	FirstEnergy Corp	968885	663966	1632851	Electric Utilities
121	AMERICAN COLLEGE OF RADIOLOGY	D000021829	American College of Radiology	250	1625750	1626000	Health Professionals
11908	ELLIOTT MANAGEMENT	D000021972	Elliott Management	43400	1582315	1625715	Securities & Investment
4756	WASTE MANAGEMENT	D000000161	Waste Management Inc	1286681.9	330952	1617633.9	Waste Management
2292	SAFECO CORP	D000028866	Safeco Insurance	1574805	42822	1617627	Insurance
147	AMERICAN INTERNATIONAL GROUP	D000000123	American International Group	379204	1236648	1615852	Miscellaneous Finance, Insurance & Real Estate
2868	WILLIAMS COMPANIES	D000000480	Williams Companies	1242545.4	372350	1614895.4	Oil & Gas
0		D000022211	Rangel for Congress 2000	0	1604900	1604900	Candidate Committees
9986	AMERICANS FOR JOB SECURITY	D000024044	AMERICANS FOR JOB SECURITY	1600000	0	1600000	Conservative Policy Organization
1864	NATIONWIDE	D000022143	Nationwide	1169114.28	429138	1598252.28	Insurance
9184	TEXANS FOR INSURANCE REFORM			1597581.91	0	1597581.91	Other/Single Issue Groups
14468	NEW JERSEY ASSEMBLY REPUBLICAN MAJORITY			1594000	0	1594000	Party Committees
14423	NATIONAL ORGANIZATION FOR MARRIAGE			1589134.75	0	1589134.75	Christian Conservative
0		D000021826	American Assn of Orthopaedic Surgeons	0	1588853	1588853	Health Professionals
0		D000022300	US Government	0	1588638	1588638	Civil Servants/Public Officials
0		D000033310	Durbin for Congress Cmte	0	1582000	1582000	Candidate Committees
15944	SIDLEY AUSTIN BROWN & WOOD	D000022249	Sidley Austin LLP	50186.06	1528341	1578527.06	Lawyers & Lobbyists
2116	PROGRESS ENERGY	D000000398	Progress Energy	1130480.85	447726	1578206.85	Electric Utilities
4831	ILLINOIS SENATE DEMOCRATIC FUND			1572782.72	0	1572782.72	Party Committees
4955	WASHINGTON STATE REPUBLICAN PARTY	D000045141	WASHINGTON STATE REPUBLICAN PARTY	1568102.39	0	1568102.39	Party Committees
4065	MAYER BROWN ROWE & MAW	D000000569	Mayer Brown LLP	415252.81	1152077	1567329.81	Uncoded
4816	FLORIDA DEMOCRATIC PARTY	D000025375	FLORIDA DEMOCRATIC PARTY	1552757.2	0	1552757.2	Party Committees
1449	KIRKLAND & ELLIS	D000000811	Kirkland & Ellis	54269	1484870	1539139	Lawyers & Lobbyists
4843	LOUISIANA REPUBLICAN PARTY			1526444.23	0	1526444.23	Party Committees
16150	STANFORD LINEAR ACCELERATOR CENTER	D000039753	STANFORD LINEAR ACCELERATOR CENTER	1520970	0	1520970	Education
11739	DOLAN, FRIENDS OF MATTHEW			1520000	0	1520000	Candidate Committees
13587	LATHAM & WATKINS	D000000536	Latham & Watkins	108383.28	1400949	1509332.28	Lawyers & Lobbyists
13890	MALRITE CO	D000044992	Malrite Co	1510525	-2300	1508225	TV & Movie Production/Distribution
682	CONTRAN CORP	D000000337	Contran Corp	860750	641641	1502391	Banks & Lending Institutions
4122	NATIONAL FEDERATION OF INDEPENDENT BUSINESS	D000000160	National Fedn of Independent Business	633624.6	864122	1497746.6	Business Associations
126	AMERICAN COUNCIL OF ENGINEERING COMPANIES	D000000682	American Council of Engineering Cos	503310.91	992689	1495999.91	Construction Services
11045	CHILDRENS HOSPITAL LOS ANGELES	D000044747	Childrens Hospital Los Angeles	1476341.88	19550	1495891.88	Hospitals & Nursing Homes
0		D000022126	Nancy Pelosi for Congress	0	1475000	1475000	Candidate Committees
11144	CLYBURN, FRIENDS OF JIM	D000033861	Friends of Jim Clyburn	18000	1456800	1474800	Candidate Committees
6298	CLEAR CHANNEL	D000021918	Clear Channel Communications	454497.61	1017032	1471529.61	TV & Movie Production/Distribution
1809	NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS	D000000606	Natl Assn Real Estate Investment Trusts	1000	1468175	1469175	Real Estate
3664	FIELDSTEAD & CO	D000044836	Fieldstead & Co	1456200	11500	1467700	Christian Conservative
15724	SAN DIEGO READER			1458634.2	0	1458634.2	Printing & Publishing
2079	PMA GROUP	D000000501	PMA Group	4000	1451388	1455388	Lawyers & Lobbyists
15446	RENDELL FOR GOVERNOR			1452697.75	0	1452697.75	Candidate Committees
11178	CMTE TO PROTECT CALIFORNIAS FUTURE			1445000	0	1445000	Public Sector Unions
2419	SONNENSCHEIN NATH & ROSENTHAL	D000022260	Sonnenschein, Nath & Rosenthal	123268	1299456	1422724	Lawyers & Lobbyists
192	AMERIPAC: THE FUND FOR A GREATER AMERICA	D000000574	AmeriPAC: The Fund for a Greater America	25000	1396755	1421755	Leadership PACs
9099	TARGET CORP	D000000619	Target Corp	684234.97	725115	1409349.97	Retail Sales
6733	FANNIE MAE	D000000205	Fannie Mae	8050	1399956	1408006	Real Estate
11935	ENERGY FUTURE HOLDINGS CORP	D000000299	Energy Future Holdings Corp	914300	491983	1406283	Electric Utilities
4936	TEXAS REPUBLICAN PARTY	D000028677	TEXAS REPUBLICAN PARTY	1405179.02	0	1405179.02	Party Committees
1277	HUMANA	D000000652	Humana Inc	796467.92	605575	1402042.92	Health Services
4713	NEW YORK STATE TRIAL LAWYERS	D000020867	NEW YORK STATE TRIAL LAWYERS	1401825	0	1401825	Lawyers & Lobbyists
1650	MASSACHUSETTS MUTUAL LIFE INSURANCE	D000000198	Massachusetts Mutual Life Insurance	9500	1390918	1400418	Insurance
1255	HOGAN & HARTSON	D000000421	Hogan & Hartson	27736	1358007	1385743	Lawyers & Lobbyists
11914	EMBARQ	D000025670	Embarq Corp	912350.42	468732	1381082.42	Telecom Services & Equipment
519	CATERPILLAR	D000000352	Caterpillar Inc                         	545300.82	830920	1376220.82	Building Materials & Equipment
2633	TRANSPORT WORKERS UNION	D000000178	Transport Workers Union	172674.9	1200500	1373174.9	Transportation Unions
171	AMERICAN RESORT DEVELOPMENT ASSOCIATION	D000021838	American Resort Development Assn	505372	866150	1371522	Lodging & Tourism
14273	MITCH FOR GOVERNOR CAMPAIGN CMTE	D000027678	Mitch for Governor	1360332.26	2300	1362632.26	Candidate Committees
4211	ORACLE	D000000422	Oracle Corp	321775	1038573	1360348	Computer Equipment & Services
0		D000000750	Stanford University	0	1357969	1357969	Education
1194	HARRAHS	D000000282	Harrah's Entertainment	651432.04	702020	1353452.04	Gambling & Casinos
2938	AETNA	D000000296	Aetna Inc	619180	729607	1348787	Insurance
18	ACCENTURE	D000000786	Accenture	220898.52	1125053	1345951.52	Business Services
10261	BASNIGHT CAMPAIGN, MARC			1343466.75	0	1343466.75	Candidate Committees
1325	INTEL	D000000804	Intel Corp	488992.25	852410	1341402.25	Computer Equipment & Services
13240	JACOBS ENTERTAINMENT	D000044934	Jacobs Entertainment	1339666.64	701	1340367.64	Gambling & Casinos
4841	KENTUCKY REPUBLICAN PARTY	D000045135	Republican Party of Kentucky	1328500.05	9687	1338187.05	Party Committees
11633	DEMOCRATIC ATTORNEYS GENERAL ASSOCIATION			1336000	0	1336000	Liberal Policy Organization
2567	TECO ENERGY	D000000613	TECO Energy	1118917.18	208375	1327292.18	Miscellaneous Energy
1692	MEDCO HEALTH SOLUTIONS	D000022108	Medco Health Solutions	690756.98	636516	1327272.98	Retail Sales
11853	EBAY	D000021970	eBay Inc	717499.09	604358	1321857.09	Computer Equipment & Services
15580	ROCHE GROUP	D000042474	Roche Holdings	217236	1095766	1313002	Pharmaceuticals & Health Products
9287	URS CORP	D000023660	URS Corp	104226.33	1202546	1306772.33	Construction Services
334	BEAR STEARNS	D000000184	Bear Stearns	10433.62	1289369	1299802.62	Securities & Investment
13037	IBM	D000000720	IBM Corp	150359.07	1147820	1298179.07	Computer Equipment & Services
2941	BUILDING & CONSTRUCTION TRADES COUNCIL OF CALIFORNIA			1296188.25	0	1296188.25	General Trade Unions
1401	JONES DAY	D000034929	Jones Day	289945.09	1004686	1294631.09	Lawyers & Lobbyists
2124	PRUDENTIAL FINANCIAL	D000000141	Prudential Financial	139405.56	1147532	1286937.56	Insurance
914	ENTERPRISE RENT-A-CAR	D000000390	ENTERPRISE RENT-A-CAR	1285905.73	0	1285905.73	Automotive
285	BAE SYSTEMS	D000000583	BAE Systems	48998.13	1228647	1277645.13	Miscellaneous Defense
4148	NOVARTIS PHARMACEUTICALS	D000022163	Novartis AG	590793.83	686798	1277591.83	Pharmaceuticals & Health Products
164	AMERICAN PHYSICAL THERAPY ASSOCIATION	D000000298	American Physical Therapy Assn	19300	1257520	1276820	Health Professionals
7124	HOUSE REPUBLICAN ORGANIZATION OF ILLINOIS			1271206.08	0	1271206.08	Party Committees
8909	SIMMONSCOOPER LLC	D000022252	Simmons Cooper LLC	474325	796154	1270479	Lawyers & Lobbyists
2882	WINE & SPIRITS WHOLESALERS OF AMERICA	D000000356	Wine & Spirits Wholesalers of America	241556.11	1028124	1269680.11	Beer, Wine & Liquor
9581	ZURICH AMERICAN INSURANCE	D000022332	Zurich Financial Services	452193	814704	1266897	Insurance
559	CHARTWELL PARTNERS	D000000508	Chartwell Partners	1075000	191400	1266400	TV & Movie Production/Distribution
1025	FORD MOTOR CO	D000000182	Ford Motor Co                           	281359.89	984183	1265542.89	Automotive
0		D000033894	Friends of Senator Carl Levin	0	1263300	1263300	Liberal Policy Organization
0		D000000172	Metlife Inc	0	1262516	1262516	Insurance
15851	SECURITIES INDUSTRY & FINANCIAL MARKETS ASSOCIATION	D000000229	Securities Industry & Financial Mkt Assn	48000	1214110	1262110	Securities & Investment
0		D000021907	Cerberus Capital Management	0	1261437	1261437	Securities & Investment
555	CHARLES SCHWAB & CO	D000000414	Charles Schwab & Co	833100	425049	1258149	Securities & Investment
8403	PEABODY ENERGY	D000020856	Peabody Energy	501730	755440	1257170	Mining
12456	GILL FOUNDATION	D000034054	Gill Foundation	1152056.05	104350	1256406.05	Gay/Lesbian Rights & Issues
1940	OMELVENY & MYERS	D000000507	O'Melveny & Myers	464295.84	791489	1255784.84	Lawyers & Lobbyists
2774	WALGREENS	D000029736	Walgreen Co	877306.23	376704	1254010.23	Retail Sales
2293	SAFEWAY	D000022234	Safeway Inc	487252.68	766302	1253554.68	Food Processing & Sales
7337	KAISER PERMANENTE	D000034986	Kaiser Permanente	664535.61	583052	1247587.61	Health Services
9894	ALIDA R MESSINGER CHARITABLE LEAD TRUST	D000031397	Alida Messinger Charitable Lead Trust	1140500	106300	1246800	Nonprofit Institutions
13704	LIMITED BRANDS	D000000225	Limited Brands	754550	490294	1244844	Retail Sales
1773	MORTGAGE BANKERS ASSOCIATION	D000000309	Mortgage Bankers Assn	153867.48	1088775	1242642.48	Real Estate
15629	ROTHSTEIN ROSENFELDT ADLER	D000037247	Rothstein, Rosenfeldt & Adler	441784.28	799425	1241209.28	Lawyers & Lobbyists
11294	COMPASSION & CHOICES	D000044766	Compassion & Choices	1238250	1500	1239750	Other/Single Issue Groups
0		D000000349	American Assn of Nurse Anesthetists	0	1238574	1238574	Health Professionals
16161	STARS OVER TEXAS PAC			1232000	0	1232000	Leadership PACs
13655	LEMELSON VINEYARDS	D000044971	Lemelson Vineyards	1215539	14775	1230314	Beer, Wine & Liquor
1087	GENERAL MOTORS	D000000155	General Motors	256065.71	970936	1227001.71	Automotive
2904	WYETH PHARMACEUTICALS	D000000284	Wyeth	526351.96	698288	1224639.96	Pharmaceuticals & Health Products
7132	HUDSON COUNTY DEMOCRATIC ORGANIZATION			1214762.8	0	1214762.8	Party Committees
0		D000000464	Sullivan & Cromwell	0	1214521	1214521	Lawyers & Lobbyists
2690	UNITED TECHNOLOGIES	D000000209	United Technologies	4685	1209747	1214432	Defense Aerospace
1669	MCDONALDS	D000000373	McDonald's Corp	604702.69	604769	1209471.69	Food & Beverage
11860	ECHOSTAR	D000000535	DISH Network	362225	843776	1206001	Telecom Services & Equipment
10348	BERKSHIRE HATHAWAY	D000021757	Berkshire Hathaway	589066.07	615733	1204799.07	Insurance
0		D000021890	Capital Group Companies	0	1202045	1202045	Securities & Investment
12791	HEB GROCERY	D000042670	HEB Grocery	1177355.45	21400	1198755.45	Food Processing & Sales
10641	BUDISH, FRIENDS OF ARMOND			1198673.39	0	1198673.39	Candidate Committees
13195	IOWA SENATE DEMOCRATIC MAJORITY FUND			1197453.96	0	1197453.96	Party Committees
6150	CALIFORNIA STATE ASSOCIATION OF COUNTIES			1196934.99	0	1196934.99	Civil Servants/Public Officials
609	CME GROUP	D000023666	CME Group	66918.1	1129510	1196428.1	Securities & Investment
4068	CALIFORNIA MEDICAL ASSOCIATION	D000000914	CALIFORNIA MEDICAL ASSOC	1195348.85	0	1195348.85	Health Professionals
15699	SAIC	D000000369	SAIC Inc	51382.5	1142709	1194091.5	Miscellaneous Defense
1700	BANK OF NEW YORK MELLON	D000021765	Bank of New York Mellon	245945	943476	1189421	Commercial Banks
0		D000021998	Friends of Rahm Emanuel	0	1189000	1189000	Candidate Committees
131	AMERICAN EXPRESS	D000000217	American Express	129417.87	1058208	1187625.87	Miscellaneous Finance, Insurance & Real Estate
0		D000022292	UNITE HERE                              	0	1186144	1186144	General Trade Unions
10200	BAIN CAPITAL	D000021859	Bain Capital	31775	1154120	1185895	Securities & Investment
1026	FOREST CITY ENTERPRISES	D000000465	Forest City Enterprises	347460	838269	1185729	Real Estate
17000	WASHINGTON STATE TRIAL LAWYERS ASSOCIATION	D000020872	WASHINGTON STATE TRIAL LAWYERS ASSOC	1184659.81	0	1184659.81	Lawyers & Lobbyists
4077	ILLINOIS STATE MEDICAL SOCIETY	D000020522	ILLINOIS STATE MEDICAL SOCIETY	1184327.13	0	1184327.13	Health Professionals
33	ADVANCE AMERICA CASH ADVANCE	D000023761	Advance America Cash Advance Centers	922938.04	261203	1184141.04	Payday/Title Loans
2849	WHITE HAT MANAGEMENT	D000031038	White Hat Management	1143320	39800	1183120	Education
4414	PROFESSIONAL ENGINEERS IN CALIFORNIA GOVERNMENT	D000045116	Professional Engineers In California	1175093	475	1175568	General Trade Unions
5745	AMEREN	D000023888	Ameren Corp	962417.03	205725	1168142.03	Electric Utilities
574	CHICKASAW NATION	D000023649	Chickasaw Nation	594496	573347	1167843	Tribal Governments
0		D000033879	Friends of Mark Warner	0	1167610	1167610	Candidate Committees
2446	SPRINT NEXTEL	D000000179	Sprint Nextel	645257.7	518340	1163597.7	Telecom Services & Equipment
0		D000000358	KKR & Co	0	1162325	1162325	Securities & Investment
0		D000000262	Investment Co Institute	0	1161085	1161085	Securities & Investment
2067	PIONEER NATURAL RESOURCES	D000028376	Pioneer Natural Resources USA	1096650	51626	1148276	Oil & Gas
0		D000000413	Freedom Project	0	1145839	1145839	Leadership PACs
12726	HARRIS, CMTE TO ELECT BILL			1140000	0	1140000	Candidate Committees
1816	NATIONAL ASSOCIATION OF BROADCASTERS	D000000202	National Assn of Broadcasters	2500	1136034	1138534	TV & Movie Production/Distribution
0		D000000154	American Academy of Ophthalmology	0	1137352	1137352	Health Professionals
913	ENTERGY	D000000255	Entergy Corp	476947.72	659556	1136503.72	Electric Utilities
1926	OCCIDENTAL OIL & GAS	D000000206	Occidental Petroleum	552910	582751	1135661	Oil & Gas
4867	MISSOURI DEMOCRATIC PARTY	D000021034	MISSOURI DEMOCRATIC PARTY	1134676.42	0	1134676.42	Party Committees
14593	NOBLE ENERGY INC	D000045053	Noble Energy	1126400	7750	1134150	Oil & Gas
11934	ENCANA OIL & GAS INC	D000025682	EnCana Oil & Gas USA	1125400	1750	1127150	Oil & Gas
11907	ELLIOT ASSOCIATES	D000022621	ELLIOT ASSOCIATES	1126400	0	1126400	Securities & Investment
12168	FLORIDA FAMILY ACTION			1124064.94	0	1124064.94	Christian Conservative
1119	GLENWOOD MANAGEMENT	D000034072	Glenwood Management	979300	144475	1123775	Real Estate
1396	JOHN DEERE & CO	D000000408	Deere & Co	520805	602366	1123171	Agricultural Services & Products
